 1	 2	-1.0389
 1	 3	2.3049
 1	 4	0.4820
 1	 5	1.3438
 1	 6	-0.6013
 1	 7	0.0721
 1	 8	-0.7811
 1	 9	-0.1372
 1	10	-1.0739
 1	11	-1.2581
 1	12	0.9085
 1	13	-0.1484
 1	14	-0.6267
 1	15	0.2868
 1	16	0.4082
 1	17	0.8672
 1	18	-0.5409
 1	19	1.6274
 1	20	-1.2919
 1	21	1.0056
 1	22	-0.8416
 1	23	-1.0391
 1	24	1.1211
 1	25	-0.7494
 1	26	0.7583
 1	27	0.5031
 1	28	-1.3497
 1	29	1.0367
 1	30	1.2638
 1	31	0.5371
 1	32	0.7117
 1	33	0.7174
 1	34	-0.1463
 1	35	-1.1905
 1	36	-1.9087
 1	37	0.2991
 1	38	0.9046
 1	39	1.2861
 1	40	-0.9474
 1	41	0.4586
 1	42	0.5564
 1	43	-0.4967
 1	44	-0.6617
 1	45	-0.2503
 1	46	0.1431
 1	47	1.4315
 1	48	-0.5799
 1	49	-0.8818
 1	50	1.5144
 1	51	-0.3958
 1	52	0.2479
 1	53	-1.2483
 1	54	0.7354
 1	55	-0.2039
 1	56	-1.2041
 1	57	0.4830
 1	58	-0.1921
 1	59	0.3781
 1	60	-3.0765
 1	61	-0.5381
 1	62	-0.8132
 1	63	0.4584
 1	64	0.8540
 1	65	-0.2003
 1	66	0.0384
 1	67	0.3659
 1	68	-0.6825
 1	69	-0.8321
 1	70	0.3400
 1	71	0.2536
 1	72	0.9893
 1	73	0.7121
 1	74	-0.0850
 1	75	0.0931
 1	76	-0.6922
 1	77	0.0578
 1	78	-1.8134
 1	79	0.5244
 1	80	0.6758
 1	81	-0.9121
 1	82	-0.0442
 1	83	-0.1072
 1	84	-0.6650
 1	85	-1.6961
 1	86	-1.3153
 1	87	0.2527
 1	88	-1.4126
 1	89	-1.4765
 1	90	-1.0535
 1	91	0.7554
 1	92	0.4080
 1	93	1.1505
 1	94	0.4690
 1	95	-0.0743
 1	96	-0.3350
 1	97	0.4316
 1	98	0.9440
 1	99	2.0755
 1	100	-1.1887
 1	101	2.0533
 2	 3	-0.9695
 2	 4	-0.8277
 2	 5	0.1481
 2	 6	0.5234
 2	 7	0.1609
 2	 8	0.4749
 2	 9	1.3733
 2	10	-1.6083
 2	11	0.6143
 2	12	0.6152
 2	13	-0.9084
 2	14	-1.2632
 2	15	1.3596
 2	16	-0.8038
 2	17	-0.5880
 2	18	1.1813
 2	19	1.2609
 2	20	0.1916
 2	21	0.2528
 2	22	0.8169
 2	23	-0.7563
 2	24	-0.4190
 2	25	0.4162
 2	26	0.4815
 2	27	0.7188
 2	28	-1.3666
 2	29	-0.2847
 2	30	-1.8686
 2	31	-0.8344
 2	32	-1.8818
 2	33	-0.7236
 2	34	1.1883
 2	35	-0.1942
 2	36	-0.2918
 2	37	0.1776
 2	38	0.4405
 2	39	0.2982
 2	40	-0.0457
 2	41	0.4592
 2	42	0.5531
 2	43	-0.2432
 2	44	-1.3767
 2	45	-0.2531
 2	46	-0.2258
 2	47	0.7290
 2	48	-0.2809
 2	49	1.0080
 2	50	0.8974
 2	51	1.2148
 2	52	-2.5116
 2	53	0.6034
 2	54	-1.8415
 2	55	0.9783
 2	56	-0.6390
 2	57	-0.9743
 2	58	0.6728
 2	59	-0.6344
 2	60	0.3585
 2	61	1.2298
 2	62	-0.9807
 2	63	-0.2907
 2	64	1.3579
 2	65	0.6121
 2	66	-0.8409
 2	67	-0.6030
 2	68	-1.2383
 2	69	-0.3317
 2	70	0.4190
 2	71	-1.4077
 2	72	-1.0796
 2	73	-0.0736
 2	74	0.7419
 2	75	1.7365
 2	76	0.1770
 2	77	0.3602
 2	78	-0.9641
 2	79	0.5562
 2	80	-1.7279
 2	81	-0.8947
 2	82	-1.5764
 2	83	1.4043
 2	84	0.4490
 2	85	0.3397
 2	86	0.7513
 2	87	-0.8097
 2	88	-0.4010
 2	89	2.3191
 2	90	-0.5080
 2	91	0.0593
 2	92	-1.5678
 2	93	-0.3838
 2	94	-0.9676
 2	95	0.8046
 2	96	-1.2020
 2	97	0.3771
 2	98	1.2601
 2	99	0.1917
 2	100	-0.0857
